Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P2679,F86,Delta,SFO,SEA,2024-11-24 06:32:28,242,On-time,1305,499.38,33,Female,Medium,Emergency,Economy,0,,Airport Kiosk,6.260921753,19,87,0,0,Aisle,34
P2680,F91,United,ATL,JFK,2024-11-23 01:27:28,152,On-time,877,313.58,35,Female,Medium,Leisure,Business,1,Platinum,Airport Kiosk,8.829252937,8,87,0,1,Aisle,69
P2681,F561,Delta,LAX,JFK,2024-03-20 23:52:24,203,Cancelled,1048,513.89,42,Female,Medium,Leisure,Premium Economy,0,Silver,Mobile App,8.723625351,3,113,0,0,Aisle,100
P2682,F1525,Southwest,DEN,DFW,2023-10-03 16:45:04,217,On-time,1327,324.4,42,Male,Medium,Leisure,Business,2,,Mobile App,9.473092879,0,39,0,0,Aisle,116
P2683,F1869,United,SEA,ATL,2024-11-16 22:17:17,185,On-time,1087,191.36,59,Male,Medium,Family,Economy,1,,Online,7.165745484,5,13,0,0,Middle,58
P2684,F267,Delta,LAX,JFK,2023-10-05 11:20:43,152,On-time,1224,548.09,30,Male,Medium,Business,Economy,0,,Mobile App,6.619205297,18,95,0,0,Middle,68
P2685,F1927,American Airlines,SEA,ORD,2023-10-27 19:37:21,219,Delayed,1047,273.69,63,Male,High,Emergency,Economy,1,,Airport Kiosk,6.063621353,26,87,0,0,Middle,32
P2686,F776,Southwest,ATL,DEN,2025-04-10 08:19:59,274,On-time,996,369.87,64,Male,Medium,Emergency,Economy,1,Gold,Online,8.530836655,6,56,0,0,Middle,112
P2687,F1392,Southwest,DFW,ATL,2024-10-19 21:21:10,265,Delayed,825,393.67,47,Male,Medium,Business,Economy,1,,Mobile App,7.398985255,25,24,0,0,Middle,50
P2688,F941,United,ATL,DEN,2024-12-24 16:08:32,214,On-time,1287,417.84,52,Male,Low,Leisure,Economy,2,Gold,Online,7.09595094,1,40,0,0,Window,77
P2689,F1672,JetBlue,DFW,DEN,2024-04-20 18:58:28,168,Delayed,1272,408.65,66,Male,Low,Leisure,Economy,0,,Mobile App,6.726208103,9,32,0,1,Middle,11
P2690,F1331,American Airlines,DEN,ATL,2025-04-08 17:12:01,240,Delayed,1175,224.33,46,Female,Medium,Business,Business,0,,Desk,8.955597439,6,34,0,0,Aisle,105
P2691,F1336,Delta,DEN,ATL,2025-03-15 20:46:48,191,On-time,1251,372.73,64,Female,Medium,Emergency,Premium Economy,0,Silver,Mobile App,7.209313314,7,67,0,1,Aisle,19
P2692,F976,American Airlines,SEA,DEN,2024-06-27 02:42:27,121,On-time,1342,413.91,64,Male,Medium,Leisure,Business,1,,Mobile App,9.128110172,17,82,0,0,Middle,52
P2693,F640,United,LAX,DFW,2023-06-19 01:23:12,168,On-time,1216,231.87,43,Female,High,Business,Economy,4,Platinum,Desk,8.294600254,13,83,0,0,Middle,113
P2694,F450,JetBlue,DFW,ORD,2024-07-15 23:12:34,130,On-time,1265,229.25,68,Female,Medium,Family,Economy,0,Silver,Desk,7.391247287,16,23,0,0,Aisle,87
P2695,F1667,Delta,JFK,LAX,2024-02-10 11:34:36,234,On-time,1191,214.1,22,Female,High,Family,Premium Economy,1,Silver,Online,7.26916112,13,45,1,1,Middle,42
P2696,F762,Delta,SEA,LAX,2023-10-30 15:40:36,257,On-time,891,413.83,66,Male,Medium,Leisure,Economy,1,,Mobile App,8.527268611,15,34,0,1,Window,97
P2697,F1417,Delta,DFW,JFK,2024-08-25 09:48:19,45,On-time,1221,341.26,22,Male,Low,Leisure,Economy,0,,Online,7.083276131,15,97,0,0,Aisle,88
P2698,F1918,Delta,DEN,SFO,2023-10-02 08:05:34,130,On-time,1154,368.98,32,Male,Medium,Leisure,Premium Economy,0,Platinum,Online,6.925895184,26,90,0,0,Middle,49
P2699,F830,Delta,SEA,DEN,2024-04-18 10:15:28,234,Delayed,1130,160.07,27,Female,Medium,Business,Business,1,,Online,9.066191381,5,84,0,0,Window,28
P2700,F1549,United,SEA,LAX,2023-06-19 11:13:51,112,Cancelled,1211,374.29,55,Male,Medium,Family,Business,0,,Mobile App,8.703024799,10,35,0,0,Aisle,56
P2701,F1358,American Airlines,ORD,ORD,2024-03-17 11:40:06,246,On-time,1336,311.92,18,Female,Low,Business,Business,0,Silver,Mobile App,7.90541871,4,64,0,0,Middle,38
P2702,F346,Delta,DFW,SEA,2024-09-03 17:07:33,247,On-time,1625,192.74,60,Female,Low,Emergency,Business,1,,Online,8.115370532,33,119,0,0,Window,94
P2703,F1051,Southwest,DFW,ORD,2024-03-08 05:16:32,140,On-time,808,289.32,28,Female,Medium,Family,Business,2,Silver,Desk,8.928830893,11,43,0,0,Middle,55
P2704,F63,American Airlines,ORD,DFW,2024-04-13 00:16:36,258,On-time,920,184.49,73,Female,Medium,Family,Economy,0,Silver,Desk,8.314447926,17,115,0,0,Middle,110
P2705,F1977,Southwest,LAX,SEA,2025-04-22 01:34:11,205,On-time,923,365.63,59,Female,Low,Family,First,0,,Mobile App,9.550529569,10,17,0,0,Aisle,42
P2706,F1757,JetBlue,ORD,ATL,2023-07-24 01:04:32,203,On-time,1236,172.17,46,Male,Medium,Family,Economy,0,,Desk,6.714523253,7,12,0,0,Aisle,49
P2707,F1057,United,JFK,DEN,2023-05-17 13:22:14,312,Delayed,1055,445.47,73,Male,Medium,Business,Business,2,,Online,8.557127128,14,39,0,0,Window,22
P2708,F709,Delta,JFK,DFW,2023-12-26 00:01:18,142,On-time,1160,355.43,38,Male,Medium,Family,Premium Economy,0,,Online,7.937588095,7,20,0,0,Window,43
P2709,F95,United,LAX,ATL,2023-12-04 07:19:51,203,On-time,1454,370.39,24,Male,Low,Emergency,Premium Economy,2,Gold,Airport Kiosk,7.729109257,12,114,0,1,Aisle,37
P2710,F971,United,LAX,JFK,2023-12-08 16:03:27,274,On-time,1259,315.86,51,Female,High,Leisure,Economy,0,Silver,Online,8.710579648,6,74,0,0,Window,83
P2711,F1312,JetBlue,LAX,ATL,2024-10-14 19:27:34,165,On-time,1367,388.15,33,Male,Medium,Emergency,Economy,2,Platinum,Online,7.566778085,10,7,1,0,Middle,22
P2712,F86,Southwest,DFW,LAX,2025-04-19 05:38:54,185,On-time,899,232.16,50,Female,Low,Business,Economy,1,,Online,8.140385965,2,91,0,0,Middle,44
P2713,F1887,United,SEA,ORD,2023-10-08 18:56:56,174,On-time,1247,376.35,53,Female,Low,Family,Economy,0,,Mobile App,6.773314816,1,93,0,0,Aisle,51
P2714,F412,United,LAX,ORD,2024-05-29 07:29:16,215,On-time,512,483.5,73,Male,Low,Business,Business,0,,Airport Kiosk,7.749236193,22,25,1,0,Window,79
P2715,F513,JetBlue,SEA,JFK,2025-01-04 13:23:28,96,On-time,937,470.38,52,Male,Low,Family,Premium Economy,3,,Online,7.358150665,6,14,0,0,Window,49
P2716,F759,Southwest,DFW,JFK,2024-01-15 04:14:21,228,On-time,1160,333.26,63,Male,Medium,Family,Economy,0,Gold,Online,7.820169107,5,49,0,1,Aisle,105
P2717,F1893,United,SFO,SFO,2024-06-06 06:58:24,179,On-time,1923,240.97,65,Male,Medium,Emergency,Economy,2,Platinum,Airport Kiosk,8.423832903,3,12,0,0,Middle,118
P2718,F756,Delta,JFK,JFK,2024-04-11 19:01:08,190,On-time,692,373.89,67,Female,Medium,Emergency,Economy,0,Gold,Mobile App,6.30757585,25,3,0,0,Middle,7
P2719,F130,JetBlue,JFK,ORD,2024-03-11 15:18:29,157,On-time,1248,143.45,22,Female,Low,Family,Business,0,,Online,9.03709707,1,8,0,0,Middle,113
P2720,F118,United,LAX,SFO,2023-10-29 00:25:09,358,On-time,1118,336.55,27,Male,Medium,Leisure,First,1,,Online,9.286253641,35,86,0,0,Aisle,84
P2721,F753,JetBlue,DFW,ATL,2023-05-07 16:52:34,172,On-time,1326,362.31,23,Female,Medium,Emergency,Business,1,Silver,Airport Kiosk,7.716688693,20,96,0,0,Aisle,0
P2722,F1791,Delta,LAX,DFW,2024-03-21 01:34:56,158,Cancelled,1379,441.57,50,Male,Medium,Business,Economy,1,Gold,Desk,7.182171894,10,23,0,0,Aisle,118
P2723,F1145,Southwest,DEN,DEN,2024-08-12 12:09:42,151,On-time,977,373.41,59,Female,Medium,Leisure,Economy,0,Gold,Desk,6.407120963,8,118,0,0,Middle,7
P2724,F1251,American Airlines,ATL,ORD,2023-12-15 07:40:50,142,On-time,1237,348.17,34,Male,Medium,Emergency,Economy,0,,Online,6.590587246,2,119,0,0,Aisle,28
P2725,F1254,United,DEN,SEA,2023-07-19 21:06:58,145,On-time,1186,140.16,36,Male,Medium,Business,Economy,3,,Desk,7.892682896,3,40,0,0,Window,95
P2726,F851,JetBlue,ORD,DFW,2024-07-01 12:26:09,193,On-time,1204,287.3,44,Female,Low,Emergency,Economy,1,Gold,Desk,8.8261967,4,26,0,0,Window,101
P2727,F1054,JetBlue,ORD,LAX,2024-03-01 13:13:11,92,On-time,1954,422.24,34,Male,Medium,Business,Economy,0,,Airport Kiosk,4.741405815,58,72,1,0,Aisle,4
P2728,F1166,United,ATL,DEN,2024-09-15 03:24:43,326,On-time,744,361.42,27,Male,High,Leisure,Economy,1,,Airport Kiosk,6.994520061,11,115,0,0,Aisle,110
P2729,F1330,Delta,DEN,LAX,2023-05-04 09:02:04,278,On-time,298,276.66,77,Female,Medium,Emergency,Business,0,,Desk,8.303795134,23,18,0,0,Aisle,85
P2730,F280,American Airlines,LAX,SFO,2025-03-06 03:18:55,134,On-time,1155,319.85,51,Female,High,Business,Economy,1,Gold,Airport Kiosk,7.59476954,2,119,0,0,Aisle,46
P2731,F485,United,DEN,JFK,2024-08-01 23:34:36,233,On-time,1331,453.41,36,Male,High,Emergency,Economy,0,,Online,7.865458706,6,112,1,0,Window,33
P2732,F1555,JetBlue,ORD,DEN,2025-02-01 22:40:57,74,On-time,874,393.31,28,Male,High,Business,Premium Economy,0,Gold,Airport Kiosk,9.377874464,12,76,1,0,Aisle,64
P2733,F1460,Southwest,JFK,JFK,2023-06-07 17:40:46,215,Delayed,773,542.88,71,Female,High,Business,First,1,Silver,Desk,8.787233862,0,92,0,0,Window,54
P2734,F166,Delta,SFO,LAX,2024-05-17 18:39:54,2,On-time,1244,473.79,42,Male,Medium,Emergency,Premium Economy,1,,Online,6.981329658,11,47,0,0,Aisle,118
P2735,F1745,JetBlue,ATL,DFW,2024-09-07 20:11:50,192,On-time,1634,429.65,20,Female,Medium,Family,Premium Economy,1,Gold,Online,8.036344523,1,9,0,1,Aisle,89
P2736,F262,Southwest,JFK,JFK,2024-05-05 00:40:44,214,Delayed,1566,393.76,53,Male,Medium,Emergency,Economy,2,Silver,Airport Kiosk,7.161024235,3,8,0,0,Window,42
P2737,F120,American Airlines,DFW,LAX,2023-12-04 22:31:52,258,On-time,1343,318.34,52,Female,High,Leisure,Economy,1,,Desk,6.692423321,6,48,1,1,Window,73
P2738,F1622,JetBlue,JFK,ORD,2023-12-13 07:44:34,149,On-time,936,628.86,40,Male,Low,Leisure,Business,1,,Mobile App,8.192931997,8,78,0,0,Middle,29
P2739,F555,Delta,DFW,SFO,2025-02-11 03:15:22,249,Delayed,1228,209.82,46,Male,Medium,Business,Economy,0,Silver,Desk,8.148559957,5,37,0,0,Middle,113
P2740,F436,Delta,ATL,LAX,2024-09-15 14:03:39,259,On-time,1921,351.06,71,Female,Low,Emergency,Premium Economy,2,Silver,Desk,7.818645432,3,86,0,0,Middle,81
P2741,F821,Southwest,SEA,JFK,2024-07-12 12:02:22,122,On-time,1724,223.25,47,Female,High,Leisure,Economy,1,,Mobile App,7.113597622,2,65,0,0,Middle,16
P2742,F82,Delta,SEA,ATL,2024-09-22 10:38:54,103,On-time,1320,269.04,29,Male,Low,Leisure,Premium Economy,0,,Online,7.57120505,17,98,0,0,Middle,25
P2743,F111,Delta,SEA,JFK,2024-11-22 23:32:36,166,Cancelled,775,418.72,44,Male,Low,Emergency,Economy,0,Gold,Desk,6.823077638,8,66,0,0,Middle,7
P2744,F1862,United,JFK,SEA,2023-06-11 03:08:40,234,Delayed,1237,382.19,72,Male,Medium,Leisure,Economy,1,Platinum,Airport Kiosk,7.267098261,5,22,0,0,Middle,46
P2745,F399,Southwest,SEA,LAX,2024-07-27 15:52:23,240,On-time,1192,277.33,70,Male,Medium,Business,Economy,1,,Mobile App,7.514212757,1,92,0,0,Aisle,103
P2746,F810,United,LAX,SFO,2024-05-31 08:25:48,189,On-time,1244,294.93,57,Male,Medium,Family,Economy,1,,Airport Kiosk,7.244412185,19,82,1,0,Middle,112
P2747,F856,Delta,SFO,ORD,2024-03-31 20:06:11,255,On-time,1233,388.6,73,Male,High,Leisure,Economy,0,Gold,Desk,8.10804097,2,85,0,0,Aisle,75
P2748,F946,Delta,SFO,SEA,2025-02-25 19:29:12,132,On-time,768,229.92,20,Male,Medium,Business,Economy,1,Gold,Online,7.964572253,7,37,0,0,Aisle,90
P2749,F607,Southwest,ATL,SFO,2023-08-01 00:41:46,166,On-time,1128,252.79,75,Male,High,Business,Premium Economy,1,Silver,Online,8.448748079,1,66,0,0,Window,71
P2750,F1075,United,SEA,JFK,2024-04-27 21:42:37,160,On-time,1296,322.78,54,Female,High,Leisure,Economy,0,Gold,Desk,9.056010694,2,50,0,0,Window,88
P2751,F551,United,DFW,ORD,2025-01-04 00:11:20,131,On-time,882,198.99,29,Male,Low,Leisure,Economy,2,,Airport Kiosk,7.664553867,3,107,0,0,Aisle,45
P2752,F547,United,DFW,DEN,2025-04-17 02:24:33,85,On-time,1121,460.37,67,Male,High,Leisure,Premium Economy,2,Gold,Online,8.603582201,12,118,0,0,Middle,67
P2753,F729,JetBlue,LAX,SFO,2023-12-06 19:57:28,202,On-time,705,438.73,72,Female,Medium,Family,Economy,0,,Airport Kiosk,6.655426793,18,80,0,1,Window,32
P2754,F583,Southwest,SFO,DEN,2023-12-22 13:56:09,137,On-time,1085,369.36,18,Female,Low,Family,Premium Economy,2,,Mobile App,7.078078384,11,114,0,0,Middle,0
P2755,F669,American Airlines,LAX,ORD,2023-05-29 18:07:45,244,On-time,739,351.02,45,Male,Medium,Business,Business,1,,Airport Kiosk,8.073493814,16,96,0,0,Aisle,18
P2756,F1061,Southwest,ATL,JFK,2024-07-10 05:41:27,147,On-time,1071,273.5,56,Female,Medium,Family,Business,2,Silver,Online,7.520649168,9,103,0,1,Middle,30
P2757,F1405,Southwest,JFK,DFW,2025-01-11 15:34:15,131,Delayed,1536,498.14,23,Male,Medium,Business,Economy,1,Gold,Mobile App,7.987412377,5,49,0,0,Aisle,79
P2758,F1130,United,DFW,DFW,2025-04-13 04:03:30,215,On-time,725,471.11,26,Male,Low,Family,Economy,1,,Desk,6.109325417,16,18,0,1,Window,13
P2759,F1211,JetBlue,SFO,JFK,2024-01-18 17:33:55,60,Delayed,706,498.6,52,Female,High,Leisure,Economy,1,,Airport Kiosk,7.113912434,19,116,0,0,Aisle,52
P2760,F1916,Delta,DFW,JFK,2024-06-01 18:07:12,126,Delayed,1172,333.79,37,Female,Medium,Business,Economy,4,Silver,Online,6.90068576,5,44,0,0,Aisle,47
P2761,F1216,Southwest,ORD,ORD,2024-07-31 12:17:48,220,On-time,2069,433.23,79,Female,Low,Leisure,Economy,0,,Airport Kiosk,7.611874755,8,58,0,1,Aisle,68
P2762,F1650,JetBlue,ORD,JFK,2024-06-03 01:46:41,119,On-time,1012,422.24,73,Female,High,Leisure,Economy,0,Silver,Desk,7.122423356,27,108,0,0,Middle,104
P2763,F1370,American Airlines,DFW,JFK,2024-10-07 14:53:40,156,On-time,1211,252.79,68,Female,High,Family,Economy,1,,Online,7.544975221,1,88,0,0,Aisle,89
P2764,F1174,American Airlines,ATL,JFK,2024-10-19 23:29:56,151,On-time,1868,527.52,67,Female,Medium,Business,Economy,0,Silver,Desk,7.035779271,13,21,0,0,Aisle,61
P2765,F1801,United,DEN,SFO,2024-10-05 20:51:10,251,On-time,982,415.92,75,Male,Medium,Business,Economy,1,Silver,Mobile App,8.233867974,2,29,0,0,Aisle,91
P2766,F740,JetBlue,SEA,ORD,2024-11-22 07:03:42,235,On-time,818,368.24,22,Male,High,Leisure,Economy,0,,Mobile App,8.121026996,12,106,0,1,Aisle,65
P2767,F1413,American Airlines,DFW,LAX,2023-06-01 18:24:47,140,Cancelled,1218,357.13,54,Female,High,Emergency,Economy,3,,Online,8.644206169,1,102,0,0,Aisle,113
P2768,F171,Delta,SFO,JFK,2024-12-03 06:43:47,215,On-time,836,409.35,23,Female,High,Leisure,Economy,0,Silver,Mobile App,8.39337734,3,89,0,0,Aisle,63
P2769,F1633,JetBlue,DEN,SEA,2024-06-17 18:45:16,138,On-time,1460,342.3,77,Female,High,Family,Economy,3,Platinum,Desk,7.32320341,7,49,0,0,Window,69
P2770,F1443,United,ORD,LAX,2025-03-10 10:27:44,194,Delayed,877,462.76,62,Male,Medium,Emergency,Business,1,Silver,Desk,7.256691097,1,73,0,0,Aisle,62
P2771,F596,Southwest,LAX,ORD,2025-03-06 05:51:57,162,On-time,1093,407.83,56,Female,High,Emergency,Economy,2,Gold,Mobile App,7.511292855,14,98,0,1,Aisle,72
P2772,F508,JetBlue,JFK,SFO,2025-01-05 23:40:57,59,On-time,1384,403.48,18,Male,Medium,Leisure,Premium Economy,0,,Online,8.148088467,3,3,0,0,Window,32
P2773,F1299,American Airlines,ATL,LAX,2024-02-29 05:36:08,305,On-time,982,380.71,64,Male,Medium,Leisure,Premium Economy,0,,Mobile App,7.546165612,31,59,0,1,Aisle,40
P2774,F1367,Delta,SEA,ATL,2023-07-07 02:41:20,153,On-time,677,334.57,44,Male,Low,Emergency,Economy,1,,Online,7.754933887,6,18,0,0,Aisle,88
P2775,F1812,American Airlines,SEA,SFO,2023-06-25 07:16:08,167,Delayed,1119,277.04,44,Male,Low,Business,Economy,0,Gold,Online,6.633648743,8,10,0,0,Middle,47
P2776,F1976,JetBlue,DEN,LAX,2025-02-24 22:11:27,259,On-time,1232,315.34,63,Female,Medium,Family,Economy,1,,Mobile App,7.955645707,9,67,1,0,Aisle,12
P2777,F755,United,LAX,ATL,2024-02-10 02:42:53,252,On-time,511,297.28,31,Female,Low,Leisure,Premium Economy,2,,Mobile App,7.127574961,6,86,0,0,Middle,72
P2778,F950,Delta,DFW,DFW,2025-03-17 08:33:57,269,On-time,840,293.44,73,Male,Medium,Family,Economy,0,,Mobile App,7.878024465,7,92,0,0,Window,116
P2779,F924,Delta,LAX,LAX,2024-03-16 13:17:46,144,Delayed,890,463.96,60,Female,Medium,Family,Business,0,Platinum,Desk,7.493966163,30,8,0,0,Aisle,76
P2780,F135,Delta,DFW,SFO,2025-03-31 23:31:26,170,On-time,1266,511.94,29,Male,Medium,Business,Business,2,,Airport Kiosk,8.31652784,3,0,0,0,Middle,30
P2781,F83,United,ATL,ORD,2024-11-11 21:08:37,179,On-time,1297,399.1,49,Female,High,Family,Economy,0,,Desk,9.184168915,0,74,0,0,Aisle,104
P2782,F1915,United,ATL,LAX,2023-11-07 16:42:48,141,On-time,665,281.98,50,Male,Low,Leisure,Economy,1,Gold,Mobile App,7.91563222,8,52,0,0,Window,74
P2783,F1271,United,ORD,SFO,2024-11-06 20:33:30,231,On-time,764,139.04,19,Male,High,Family,Economy,1,,Desk,7.773315791,2,11,0,1,Aisle,67
P2784,F1013,JetBlue,DFW,SFO,2023-11-18 11:04:47,131,On-time,1018,142.04,44,Male,Low,Emergency,Economy,4,Platinum,Online,6.892742974,0,78,1,0,Middle,97
P2785,F1480,Delta,DFW,LAX,2023-07-20 13:16:27,129,On-time,1086,399.33,26,Female,Low,Business,First,1,,Desk,9.359803762,0,74,0,1,Middle,101
P2786,F1529,American Airlines,DEN,ATL,2024-12-11 06:15:04,141,On-time,1511,286.16,47,Female,Medium,Emergency,Business,0,,Online,9.323114297,4,31,0,0,Window,109
P2787,F65,Southwest,LAX,JFK,2023-05-22 10:47:38,42,On-time,1034,373.22,68,Female,Low,Leisure,Premium Economy,3,,Mobile App,7.128618282,4,100,0,0,Aisle,3
P2788,F640,American Airlines,ATL,ORD,2024-06-27 06:36:08,242,On-time,1652,450.96,46,Female,Medium,Leisure,Economy,2,,Airport Kiosk,7.85583036,7,83,0,1,Aisle,101
P2789,F1219,United,ORD,ATL,2024-07-04 23:10:32,158,On-time,1195,445.28,28,Female,Medium,Family,Business,0,,Mobile App,8.280594416,8,69,0,0,Aisle,18
P2790,F189,JetBlue,DFW,DFW,2025-01-30 11:47:27,153,On-time,1225,292.64,19,Male,Low,Business,Economy,0,Silver,Desk,7.35689599,2,28,1,0,Aisle,69
P2791,F1349,Southwest,SFO,ATL,2025-03-31 12:06:15,188,On-time,1767,449.22,31,Male,Medium,Business,Economy,1,,Online,7.895091105,20,73,0,0,Middle,97
P2792,F1705,United,DFW,SEA,2025-01-09 05:20:38,176,Delayed,1187,274.48,64,Male,Low,Leisure,Economy,0,Silver,Airport Kiosk,7.30516937,3,7,0,0,Middle,81
P2793,F1971,JetBlue,JFK,SFO,2023-05-28 08:16:40,176,On-time,1310,390.93,65,Female,Low,Emergency,Business,0,,Desk,8.35076228,0,58,0,0,Window,12
P2794,F338,American Airlines,ATL,ORD,2025-03-08 19:53:31,164,On-time,1446,433.63,48,Male,Medium,Business,Economy,0,Silver,Airport Kiosk,8.198259917,0,28,0,0,Aisle,104
P2795,F578,Southwest,DFW,LAX,2023-07-13 03:08:45,185,On-time,546,488.5,34,Male,Low,Emergency,Economy,0,Silver,Mobile App,8.154020746,3,82,0,0,Window,22
P2796,F1329,American Airlines,ORD,DEN,2023-06-02 09:26:31,306,On-time,1424,156.33,37,Female,Low,Leisure,Premium Economy,1,Silver,Online,7.610376361,4,107,0,0,Aisle,82
P2797,F1107,Delta,ORD,JFK,2024-01-08 07:53:38,185,Cancelled,853,182.3,44,Male,Low,Family,Premium Economy,0,Gold,Desk,7.376256909,14,108,0,0,Middle,108
P2798,F1211,Delta,SFO,SFO,2024-01-14 13:51:53,101,Delayed,1106,337.25,27,Female,Low,Family,Economy,2,,Online,7.779473621,3,72,0,0,Aisle,74
P2799,F1797,United,SEA,DFW,2024-08-29 15:57:16,166,On-time,1659,447.97,20,Male,Medium,Leisure,Economy,1,Gold,Online,7.88178684,4,38,0,0,Middle,0
P2800,F1485,American Airlines,DFW,SFO,2023-07-10 00:16:06,245,Delayed,1043,431.87,38,Male,Medium,Emergency,Economy,3,,Mobile App,6.508252959,32,66,0,0,Aisle,87
P2801,F313,United,ORD,SEA,2024-09-22 12:02:12,202,On-time,1741,283.55,77,Male,Medium,Family,Economy,2,Gold,Desk,7.045241003,1,62,0,0,Aisle,53
P2802,F696,Delta,DEN,SFO,2024-07-31 17:35:54,141,On-time,1800,303.16,27,Male,Medium,Emergency,Economy,1,,Online,6.741809452,3,113,0,0,Window,70
P2803,F322,JetBlue,LAX,JFK,2024-04-09 03:18:12,149,On-time,932,480.37,65,Female,High,Leisure,Economy,0,,Airport Kiosk,7.523021649,5,65,0,0,Middle,88
P2804,F1295,Southwest,ATL,DFW,2024-02-08 16:28:48,114,Delayed,1670,341.95,62,Female,Medium,Leisure,Economy,4,,Desk,7.4641488,3,96,0,0,Window,84
P2805,F977,American Airlines,SEA,JFK,2023-06-05 12:33:18,108,On-time,1203,349.17,59,Female,Medium,Leisure,Business,0,,Desk,8.481624981,5,10,0,0,Window,14
P2806,F215,Delta,DEN,LAX,2023-07-01 11:23:37,241,On-time,1150,366.94,53,Male,Medium,Emergency,Premium Economy,0,,Mobile App,7.524462703,4,93,0,1,Window,64
P2807,F1287,Southwest,DEN,ATL,2023-09-30 23:39:28,115,On-time,1212,393.41,73,Male,Medium,Leisure,Business,1,,Online,8.885956771,12,36,0,0,Aisle,75
P2808,F231,Delta,DEN,ORD,2025-02-08 21:35:52,160,On-time,1267,474.52,52,Female,High,Leisure,Economy,2,,Airport Kiosk,6.942050311,43,2,0,0,Aisle,70
P2809,F770,American Airlines,JFK,SFO,2024-02-26 20:07:54,146,On-time,1059,353.25,65,Male,Medium,Leisure,Economy,2,,Online,7.144217529,6,50,0,0,Middle,14
P2810,F1504,American Airlines,LAX,DEN,2023-06-19 15:27:52,169,On-time,1386,449.25,49,Female,Medium,Leisure,Economy,0,,Airport Kiosk,6.566522021,14,81,0,0,Window,20
P2811,F1701,American Airlines,ORD,DEN,2023-12-30 01:57:07,190,On-time,1713,332.63,24,Male,Low,Family,First,0,Platinum,Airport Kiosk,8.680393462,6,89,0,0,Window,18
P2812,F748,United,ATL,JFK,2023-11-21 08:20:44,242,On-time,1730,441.56,53,Male,Low,Family,Economy,2,Silver,Desk,7.942750737,1,28,0,0,Middle,59
P2813,F336,JetBlue,DEN,SEA,2024-07-06 21:18:16,206,On-time,1644,338.12,65,Male,Low,Emergency,Economy,3,,Desk,7.541877598,3,66,0,0,Middle,92
P2814,F295,JetBlue,ORD,DEN,2023-08-01 22:47:30,176,On-time,1993,412.26,37,Male,Low,Emergency,Economy,1,Platinum,Desk,7.395606783,2,0,0,0,Aisle,88
P2815,F669,United,DEN,SEA,2023-06-20 11:08:02,116,On-time,1510,261,49,Female,Low,Emergency,Economy,2,Silver,Mobile App,6.630455914,24,35,0,1,Aisle,32
P2816,F1910,American Airlines,LAX,DFW,2024-01-30 05:31:26,112,Delayed,1273,684.6,24,Female,High,Family,Business,4,Gold,Airport Kiosk,8.799997259,6,57,0,0,Middle,48
P2817,F1923,JetBlue,ORD,SFO,2024-05-03 09:46:01,136,On-time,1220,207.56,35,Female,Low,Emergency,Premium Economy,1,,Desk,8.117466649,18,31,0,0,Window,95
P2818,F1940,Delta,ORD,SEA,2023-06-17 11:33:46,136,On-time,978,212.07,29,Male,Medium,Leisure,Economy,1,Silver,Mobile App,8.047658827,18,24,0,0,Aisle,112
P2819,F437,American Airlines,DEN,SEA,2025-02-19 03:45:42,174,Delayed,830,320.87,69,Female,Low,Business,Economy,2,Gold,Desk,7.198215363,7,29,0,0,Middle,34
P2820,F1732,Southwest,DFW,DEN,2025-01-28 17:23:00,208,On-time,1082,427.39,34,Female,Medium,Family,Economy,2,,Desk,8.035205939,9,24,0,0,Aisle,43
P2821,F740,Delta,DEN,SEA,2024-08-21 14:13:38,211,On-time,1036,403.79,70,Male,Low,Leisure,Economy,1,Gold,Mobile App,7.867618141,1,9,0,0,Aisle,101
P2822,F82,American Airlines,ORD,LAX,2024-11-27 10:41:05,71,On-time,1225,392.03,52,Female,High,Leisure,Economy,2,,Desk,7.788724798,8,76,0,0,Middle,89
P2823,F1990,JetBlue,DFW,ORD,2024-07-10 00:38:49,166,On-time,1513,450.06,47,Female,Medium,Leisure,Economy,0,,Mobile App,6.74418252,8,88,0,0,Middle,10
P2824,F546,Delta,DFW,DFW,2024-12-31 01:34:26,149,On-time,1719,363.29,57,Female,Medium,Emergency,Premium Economy,0,Platinum,Desk,8.165489394,36,43,0,0,Window,98
P2825,F564,JetBlue,LAX,SFO,2025-02-19 13:56:09,296,Delayed,1119,261.45,60,Male,Medium,Family,Economy,2,,Online,7.650849422,1,107,1,0,Window,71
P2826,F1512,United,LAX,SEA,2024-01-21 20:17:05,54,On-time,1079,316.22,30,Male,Medium,Emergency,Economy,0,Platinum,Airport Kiosk,7.89804843,7,43,0,0,Aisle,109
P2827,F1068,United,SFO,DFW,2024-12-07 05:28:52,195,On-time,1282,374.31,29,Female,High,Family,Economy,1,Gold,Desk,8.135339978,1,77,0,0,Aisle,77
